gene.name	A549_0_1	A549_0_2	A549_0_3	A549_25_1	A549_25_2	A549_25_3	
ENSG00000258183.5	2	1	0	1	0	0
ENSG00000257995.1	0	0	0	0	0	0
ENSG00000257787.1	0	0	0	0	0	0
ENSG00000197651.4	0	0	0	0	0	1
ENSG00000196243.5	0	0	0	0	0	0
ENSG00000083782.7	0	0	0	0	0	0
ENSG00000139330.5	0	0	0	0	0	0
ENSG00000139329.4	56	46	65	91	61	35
ENSG00000011465.16	1	0	1	2	1	0
ENSG00000258148.2	0	0	0	0	0	0
ENSG00000258100.1	0	0	0	0	0	0
ENSG00000274647.1	0	0	0	0	0	0
ENSG00000277738.1	0	0	0	0	0	0
ENSG00000258125.1	0	0	0	0	0	0
ENSG00000258224.1	0	0	0	0	0	0
ENSG00000257893.2	0	0	0	0	0	0
ENSG00000257863.1	0	0	0	0	0	0
ENSG00000257242.7	19	19	9	11	24	15
ENSG00000133639.4	4170	3035	4144	4446	5064	3206
ENSG00000245904.3	66	46	64	60	89	38
ENSG00000239201.1	0	0	0	0	1	0
ENSG00000199895.1	0	0	0	0	0	0
ENSG00000277851.1	0	0	0	0	0	0
ENSG00000205057.5	3	4	5	4	2	4
ENSG00000257127.6	1	0	0	0	0	1
ENSG00000266923.1	0	0	0	0	0	0
ENSG00000205056.8	0	1	0	0	0	0
ENSG00000258262.1	0	0	0	0	0	0
ENSG00000187510.9	2	3	5	5	1	2
ENSG00000102189.16	1971	1893	2061	2469	2190	1812
ENSG00000258012.1	5	0	1	1	5	1
ENSG00000257195.1	1	3	0	2	3	3
ENSG00000202534.1	0	0	0	0	0	0
ENSG00000257345.2	0	0	0	0	0	0
ENSG00000257322.5	3	2	0	0	2	0
ENSG00000207365.1	0	0	0	0	0	0
ENSG00000270506.1	0	0	0	0	0	0
ENSG00000256393.1	39	47	33	19	32	18
ENSG00000257746.1	0	0	0	0	0	0
ENSG00000257210.1	0	0	0	0	0	0
ENSG00000258171.1	0	0	1	0	2	0
ENSG00000201502.1	0	0	0	0	0	0
ENSG00000257512.1	22	11	14	21	14	9
ENSG00000257252.5	17	14	11	17	10	12
ENSG00000173598.13	1398	1201	1294	1498	1484	1199
ENSG00000177889.9	5786	6350	6143	6572	6608	5999
ENSG00000200011.1	0	0	0	0	0	0
ENSG00000198015.12	3226	3547	3531	3742	3577	3487
ENSG00000243015.2	0	0	0	0	0	0
ENSG00000258271.1	0	0	0	0	0	0
ENSG00000246985.7	200	184	279	316	219	208
ENSG00000120833.13	1079	1067	1269	1468	1274	1052
ENSG00000186076.5	10	7	7	6	10	4
ENSG00000169372.12	469	409	473	500	466	420
ENSG00000258274.1	0	0	0	0	0	0
ENSG00000264978.2	0	0	0	0	0	0
ENSG00000258303.1	5	0	2	6	6	6
ENSG00000257283.1	7	7	4	8	6	5
ENSG00000271382.1	0	0	1	0	1	0
ENSG00000223126.1	0	0	0	0	0	0
ENSG00000257360.1	0	0	0	0	0	0
ENSG00000136040.8	12	28	22	28	26	14
ENSG00000258035.1	0	0	0	0	0	0
ENSG00000258172.1	0	1	1	2	1	2
ENSG00000258365.1	17	6	19	8	15	11
ENSG00000173588.14	750	978	994	929	963	878
ENSG00000244391.3	0	0	0	0	0	0
ENSG00000213250.5	93	127	95	98	80	83
ENSG00000278916.1	23	21	17	28	19	21
ENSG00000257400.1	0	0	0	0	0	0
ENSG00000244091.1	0	0	0	0	0	0
ENSG00000258357.1	4	3	2	2	0	0
ENSG00000236349.1	18	16	17	18	30	20
ENSG00000266099.1	0	0	0	0	0	0
ENSG00000057704.12	109	67	67	94	93	72
ENSG00000283818.1	0	0	0	0	0	0
ENSG00000257847.1	0	0	0	0	1	0
ENSG00000216306.3	0	0	0	0	0	0
ENSG00000283998.1	0	0	0	0	0	0
ENSG00000184752.12	3357	3226	3420	3603	3597	3210
ENSG00000120798.16	1935	1725	1928	1982	2057	1524
ENSG00000180263.13	5197	5578	4687	5496	5853	4991
ENSG00000257121.1	0	0	0	0	0	0
ENSG00000237774.3	1	1	1	0	3	0
ENSG00000028203.17	7001	7031	6867	7644	7544	6544
ENSG00000202470.1	0	0	0	0	0	0
ENSG00000257666.1	0	0	0	1	1	0
ENSG00000212535.1	0	0	1	0	0	0
ENSG00000199172.3	57	45	42	57	60	55
ENSG00000265917.1	27	20	17	23	30	16
ENSG00000257943.2	0	0	0	1	0	0
ENSG00000258313.1	0	0	0	0	0	0
ENSG00000222544.1	0	0	0	0	0	0
ENSG00000241556.1	3	2	1	1	6	1
ENSG00000111142.13	11102	12184	12734	12433	12110	11362
ENSG00000136014.11	47	40	40	55	41	31
ENSG00000257150.3	5	4	4	6	3	3
ENSG00000212448.1	0	0	0	0	0	0
ENSG00000074527.11	4541	4536	4616	5182	3835	4305
ENSG00000199506.1	5	5	2	4	2	2
ENSG00000258343.1	38	29	38	39	43	23
ENSG00000258292.1	0	0	0	0	0	0
ENSG00000139343.10	7219	8182	8699	8349	8266	7945
ENSG00000165972.12	31	28	19	23	34	13
ENSG00000285030.1	0	0	0	0	0	0
ENSG00000139344.7	328	302	368	375	352	242
ENSG00000084110.10	22	25	33	31	32	17
ENSG00000257878.1	25	7	27	19	31	19
ENSG00000111144.9	10151	10067	10862	11312	11020	9214
ENSG00000257715.1	6	1	4	2	3	1
ENSG00000258251.1	0	0	0	0	0	0
ENSG00000277062.1	0	0	1	0	1	0
ENSG00000283422.1	0	0	0	0	0	0
ENSG00000111145.7	5176	4117	4373	5274	5226	4069
ENSG00000258177.1	6	3	4	7	9	4
ENSG00000059758.7	1617	1445	1502	1718	1772	1414
ENSG00000201435.1	0	1	0	0	0	0
ENSG00000257169.1	0	0	0	0	0	0
ENSG00000258272.1	0	0	1	0	0	0
ENSG00000252827.1	4	4	0	2	2	2
ENSG00000188596.10	82	59	64	65	98	67
ENSG00000258846.1	1	1	0	2	0	1
ENSG00000139350.11	2461	2599	2642	2845	2580	2395
ENSG00000202368.1	0	0	0	0	0	0
ENSG00000258131.1	0	0	0	0	0	0
ENSG00000257470.1	0	0	0	0	0	0
ENSG00000279190.1	0	0	0	0	0	0
ENSG00000257920.1	0	0	0	0	0	0
ENSG00000255794.7	0	0	0	0	0	0
ENSG00000221479.3	0	0	0	0	0	0
ENSG00000273942.1	0	0	0	0	0	0
ENSG00000274230.1	0	0	0	0	0	0
ENSG00000275231.1	0	0	0	0	0	0
ENSG00000273570.1	0	0	0	0	0	0
ENSG00000275971.1	0	0	0	0	0	0
ENSG00000274819.1	0	0	0	0	0	0
ENSG00000251844.1	0	0	0	0	0	0
ENSG00000278802.1	0	0	0	0	0	0
ENSG00000276398.1	0	0	0	0	0	0
ENSG00000279798.1	0	0	0	0	0	0
ENSG00000207586.1	0	0	0	0	0	0
ENSG00000277081.1	0	0	0	0	0	0
ENSG00000257157.1	0	0	0	0	0	0
ENSG00000257501.6	0	0	0	1	0	0
ENSG00000206899.1	15	14	16	6	11	22
ENSG00000265861.1	0	0	0	0	0	0
ENSG00000263890.1	0	0	0	0	0	0
ENSG00000258312.1	0	0	0	0	0	0
ENSG00000257580.1	0	0	1	0	0	0
ENSG00000201296.1	0	0	0	0	0	0
ENSG00000227825.4	13	9	10	10	7	10
ENSG00000245017.2	60	29	49	45	43	33
ENSG00000257167.2	422	407	527	527	525	406
ENSG00000120802.13	12136	13346	15005	15299	15264	12982
ENSG00000225185.3	2	2	0	1	2	2
ENSG00000075415.12	31004	31200	35904	35295	34928	30117
ENSG00000212443.1	9	4	6	6	9	6
ENSG00000166130.14	4856	4973	4588	5351	5066	4702
ENSG00000120868.13	2006	2106	2096	2361	2353	1916
ENSG00000185046.18	52	44	52	75	45	42
ENSG00000258204.1	1	0	0	0	0	0
ENSG00000257458.1	0	0	0	0	0	0
ENSG00000202324.1	0	0	0	0	0	0
ENSG00000258039.2	0	0	0	0	0	0
ENSG00000180219.1	0	0	0	0	0	0
ENSG00000214203.4	16	6	12	8	13	9
ENSG00000279148.1	67	76	71	71	58	58
ENSG00000111647.12	1659	1857	1671	1972	1680	1618
ENSG00000280088.1	106	106	118	110	123	83
ENSG00000257696.1	9	6	10	14	13	4
ENSG00000238105.7	297	280	337	316	350	248
ENSG00000266610.2	0	0	0	0	0	0
ENSG00000257489.6	31	20	29	26	26	31
ENSG00000221476.2	0	0	0	0	0	0
ENSG00000075089.9	1706	1697	1935	1965	2028	1676
ENSG00000166153.16	88	92	103	105	103	92
ENSG00000206790.1	3	0	0	0	0	0
ENSG00000136021.18	3435	3228	3567	3915	3709	3072
ENSG00000179520.10	2	3	3	4	0	5
ENSG00000012504.14	19	14	41	36	23	12
ENSG00000271177.1	0	0	0	0	0	0
ENSG00000139354.10	711	827	909	885	1009	751
ENSG00000257803.2	2	3	2	3	2	2
ENSG00000151572.17	3	2	3	0	2	1
ENSG00000257325.1	0	0	0	0	0	0
ENSG00000258007.1	0	0	0	0	0	0
ENSG00000258033.1	6	0	0	3	7	3
ENSG00000256870.2	0	0	0	0	0	0
ENSG00000207414.1	0	0	0	0	0	0
ENSG00000241744.1	0	0	0	0	0	0
ENSG00000120800.4	4146	5208	4850	4978	5095	4503
ENSG00000120805.13	4749	4244	4822	4881	5251	4162
ENSG00000257543.1	0	0	0	0	0	0
ENSG00000222890.1	0	0	0	1	0	1
ENSG00000239413.1	0	0	0	0	0	0
ENSG00000206929.1	0	0	0	0	0	0
ENSG00000202249.1	0	0	0	0	0	0
ENSG00000252366.1	0	0	0	0	0	0
ENSG00000166211.7	0	0	0	0	0	0
ENSG00000196091.13	0	0	0	0	0	0
ENSG00000257514.5	0	0	0	0	0	0
ENSG00000274560.1	1	0	0	2	0	0
ENSG00000111666.10	3116	3167	3426	3481	3185	3272
ENSG00000199933.1	1	5	3	4	2	2
ENSG00000139351.14	16	6	11	19	10	11
ENSG00000111670.15	3384	3482	3280	3901	3574	3280
ENSG00000222255.1	2	2	0	0	2	0
ENSG00000258230.2	9	9	5	6	12	11
ENSG00000201168.1	0	0	0	0	0	0
ENSG00000222932.1	0	0	0	0	0	0
ENSG00000223046.1	0	0	0	0	0	0
ENSG00000252863.1	0	0	0	0	0	0
ENSG00000258153.1	3	4	4	2	8	4
ENSG00000136048.13	4125	4320	3397	4581	3082	4114
ENSG00000257202.1	1	0	1	0	0	1
ENSG00000241917.1	0	1	0	0	1	0
ENSG00000258308.5	0	0	0	0	0	0
ENSG00000258288.1	0	0	0	0	0	0
ENSG00000120860.10	1041	976	1054	1115	1138	924
ENSG00000257222.1	1	1	1	0	3	0
ENSG00000075188.8	2989	3196	3325	3311	3394	2944
ENSG00000185480.11	2191	2325	2433	2459	2417	2231
ENSG00000183395.4	3	1	3	1	8	0
ENSG00000281344.1	119	162	129	138	187	119
ENSG00000264554.2	0	0	1	0	0	0
ENSG00000258142.2	0	0	0	0	0	0
ENSG00000283052.1	0	0	0	0	0	1
ENSG00000017427.16	3	2	2	0	3	3
ENSG00000257254.1	0	0	0	0	0	0
ENSG00000258169.1	0	0	0	1	1	0
ENSG00000171759.9	0	0	0	0	0	0
ENSG00000282964.1	0	0	0	0	0	0
ENSG00000139352.3	0	1	0	0	2	0
ENSG00000257703.5	0	0	0	0	0	0
ENSG00000257860.5	0	0	0	0	0	0
ENSG00000179088.14	1	1	0	0	1	0
ENSG00000257415.1	0	0	0	0	0	0
ENSG00000257994.1	0	0	0	0	0	0
ENSG00000257762.5	1	1	0	0	2	0
ENSG00000136011.14	1	0	1	0	0	2
ENSG00000212594.1	0	0	0	0	0	0
ENSG00000257737.1	0	0	0	0	0	0
ENSG00000257766.1	1	0	0	0	1	1
ENSG00000257681.1	82	80	89	70	79	78
ENSG00000111696.11	1561	1583	1364	1440	1706	1407
ENSG00000257754.1	0	0	0	1	0	0
ENSG00000257327.1	8	8	13	9	22	14
ENSG00000214198.8	41	58	47	47	58	65
ENSG00000166598.14	44504	45913	51367	48819	52409	44779
ENSG00000284503.1	0	0	0	0	0	0
ENSG00000204954.9	711	695	800	799	781	723
ENSG00000139372.14	2377	2539	2565	2577	2760	2334
ENSG00000120820.12	39	36	26	30	40	18
ENSG00000216285.5	17	20	11	11	23	9
ENSG00000111727.11	650	743	708	756	758	754
ENSG00000120837.7	3602	3679	3859	3894	3602	3231
ENSG00000199415.1	0	0	0	0	0	0
ENSG00000257193.1	0	0	0	0	2	0
ENSG00000198431.15	96047	121949	118872	118183	108373	116977
ENSG00000257732.1	68	94	90	87	78	68
ENSG00000213442.5	403	247	261	296	435	203
ENSG00000255150.2	354	394	405	398	344	346
ENSG00000171310.10	3885	4023	3514	3829	3774	3849
ENSG00000258111.1	0	1	0	0	0	0
ENSG00000279176.1	0	1	0	0	0	0
ENSG00000264295.1	0	0	0	0	0	0
ENSG00000136052.9	1121	1211	1111	1299	1174	1137
ENSG00000222579.1	0	0	0	0	0	0
ENSG00000257758.1	5	4	2	4	4	3
ENSG00000151131.10	916	1128	1004	1024	1111	1074
ENSG00000136010.13	808	838	847	800	1061	813
ENSG00000257999.1	4	1	2	2	4	2
ENSG00000136051.14	5060	4999	5124	5616	5525	4504
ENSG00000136044.11	2625	2324	2515	2711	2975	2121
ENSG00000235162.8	7212	7031	7322	8138	6902	6943
ENSG00000257642.1	10	11	9	14	13	14
ENSG00000257859.1	3	2	0	0	2	1
ENSG00000257773.1	1	0	0	4	0	3
ENSG00000257890.1	3	1	2	5	7	1
ENSG00000074590.13	6015	4771	4517	5936	4858	4568
ENSG00000257438.1	0	0	0	0	0	0
ENSG00000257611.1	2	1	1	0	0	0
ENSG00000136026.13	8346	7439	8482	9138	8385	7582
ENSG00000258355.1	6	5	3	3	4	3
ENSG00000277715.1	30	25	37	39	29	26
ENSG00000238609.1	0	0	0	0	0	0
ENSG00000166046.10	328	150	209	311	334	159
ENSG00000013503.9	958	1048	954	1007	1026	903
ENSG00000257545.4	10	9	10	16	11	11
ENSG00000111783.12	0	0	1	1	1	1
ENSG00000257711.1	3	2	5	10	5	5
ENSG00000257918.1	17	18	20	21	13	16
ENSG00000111785.19	1247	1286	1344	1458	1376	1175
ENSG00000257119.1	0	1	0	0	0	0
ENSG00000240631.1	1	0	0	0	0	0
ENSG00000260329.1	90	72	71	91	91	80
ENSG00000151135.9	3586	3196	3376	3858	3861	3255
ENSG00000120832.9	707	719	790	813	720	724
ENSG00000008405.11	1754	1701	1616	1816	1685	1658
ENSG00000257548.1	2	0	0	0	1	0
ENSG00000257444.1	2	1	1	2	2	2
ENSG00000151136.14	5891	4327	4092	4873	5533	4173
ENSG00000200897.1	0	0	0	0	0	0
ENSG00000222302.1	0	0	0	0	0	0
ENSG00000257579.1	3	0	0	3	1	1
ENSG00000222160.1	0	0	0	0	0	0
ENSG00000136045.11	8142	8913	9058	8894	8309	7989
ENSG00000240441.1	2	2	2	2	4	4
ENSG00000110851.11	2204	2118	2383	2484	2273	2057
ENSG00000258136.1	6	2	1	6	2	3
ENSG00000187855.5	1	0	0	0	0	0
ENSG00000257141.1	0	0	0	0	0	0
ENSG00000274395.1	0	0	0	0	0	0
ENSG00000257398.6	0	0	0	0	0	0
ENSG00000257951.2	4	0	2	0	2	0
ENSG00000257392.1	0	0	0	0	0	0
ENSG00000257426.1	0	0	0	0	0	0
ENSG00000258072.1	1	1	0	1	0	2
ENSG00000257129.1	0	0	0	0	0	0
ENSG00000075035.9	0	0	0	0	0	0
ENSG00000257281.1	0	0	0	0	0	0
ENSG00000174600.13	1	1	0	0	1	1
ENSG00000247213.6	3	1	1	1	1	1
ENSG00000198855.6	243	275	347	343	302	286
ENSG00000075856.11	6542	6348	7105	7157	6660	6272
ENSG00000136003.15	3825	3680	3570	4049	3756	3697
ENSG00000183160.8	2	1	1	2	1	1
ENSG00000110876.9	59	43	54	58	60	45
ENSG00000257221.3	0	0	0	0	0	0
ENSG00000284388.1	0	0	0	0	0	0
ENSG00000110880.10	20772	24123	22251	23375	21172	23444
ENSG00000238457.1	0	0	0	0	0	0
ENSG00000200060.1	0	0	0	0	0	0
ENSG00000273499.1	0	0	0	0	0	0
ENSG00000084112.14	5874	6396	5920	6896	6942	6190
ENSG00000280110.1	0	0	0	0	0	0
ENSG00000274598.1	4	5	6	3	1	4
ENSG00000207622.1	0	0	0	0	0	0
ENSG00000110887.7	3	1	1	0	0	1
ENSG00000166111.9	1	0	0	0	0	0
ENSG00000201324.1	0	0	0	0	0	0
ENSG00000279630.1	0	0	0	0	0	0
ENSG00000135093.12	589	530	560	638	605	483
ENSG00000256262.1	1	0	3	0	1	0
ENSG00000212138.1	0	1	0	0	0	0
ENSG00000189046.10	1757	1853	2057	2015	1907	1696
ENSG00000076248.10	5724	6137	6435	6553	6852	5830
ENSG00000256139.2	34	24	28	32	35	30
ENSG00000076555.15	1372	1335	1346	1590	1480	1258
ENSG00000139445.17	6	5	7	8	8	11
ENSG00000174527.9	2	0	3	1	1	1
ENSG00000256560.1	0	0	0	0	0	0
ENSG00000255655.1	8	4	2	5	4	4
ENSG00000110906.12	4235	3896	4425	4477	4466	3811
ENSG00000151148.13	2669	2553	2658	2800	3012	2450
ENSG00000139428.11	1459	1172	1686	1649	1524	1009
ENSG00000200274.1	0	0	0	0	0	0
ENSG00000110921.13	973	567	1026	1157	880	637
ENSG00000200794.1	0	0	0	0	0	0
ENSG00000139438.5	346	380	351	423	373	358
ENSG00000255650.5	3	4	2	2	2	3
ENSG00000111199.10	12	7	12	19	11	5
ENSG00000263510.1	0	0	0	0	0	0
ENSG00000139433.9	1418	1456	1542	1590	1410	1517
ENSG00000256351.1	2	0	0	1	0	0
ENSG00000241413.3	0	0	1	0	0	0
ENSG00000249094.2	0	0	0	1	0	0
ENSG00000139437.17	2074	2127	2336	2406	2305	2171
ENSG00000139436.20	2838	2952	3007	3132	3092	2655
ENSG00000277299.1	1	0	2	0	0	0
ENSG00000280426.1	25	22	31	28	42	16
ENSG00000076513.16	1446	1343	1456	1556	1628	1357
ENSG00000174456.13	601	578	638	678	677	540
ENSG00000277595.1	2	5	5	2	4	5
ENSG00000279360.1	0	1	1	1	1	0
ENSG00000122970.15	4287	4391	4882	4886	5233	4086
ENSG00000174437.16	52002	57058	60952	60744	61788	54993
ENSG00000276956.1	0	0	0	0	0	0
ENSG00000196510.12	4009	4236	4342	4221	4160	3825
ENSG00000258210.1	6	9	6	3	6	4
ENSG00000258011.2	16	17	18	10	21	8
ENSG00000111229.15	6987	6722	7240	7394	7220	6040
ENSG00000111231.8	1704	1848	1944	1872	1881	1747
ENSG00000241680.1	7	3	6	4	7	4
ENSG00000204856.11	891	1064	983	936	1098	960
ENSG00000111237.18	4528	4710	4892	4980	5089	4406
ENSG00000202335.1	0	0	0	0	0	0
ENSG00000278993.1	14	13	19	25	34	19
ENSG00000151164.18	19	23	18	20	26	21
ENSG00000196850.5	2816	2693	2823	3238	2998	2758
ENSG00000204852.15	1694	1633	1823	1818	2137	1497
ENSG00000263537.2	1	0	0	0	0	0
ENSG00000122986.13	28	17	24	33	31	21
ENSG00000186298.11	11536	12696	12466	12947	12705	11452
ENSG00000279925.1	0	0	0	0	0	0
ENSG00000257268.1	0	0	0	0	0	0
ENSG00000241286.2	0	0	0	0	0	0
ENSG00000173093.12	4	4	1	2	2	3
ENSG00000111245.14	2	2	4	1	3	1
ENSG00000185847.7	1	1	3	5	2	2
ENSG00000258240.5	2	2	1	1	5	5
ENSG00000111249.13	17	14	12	11	14	11
ENSG00000273700.1	0	0	0	0	0	0
ENSG00000253080.1	0	0	0	0	0	0
ENSG00000198324.13	706	620	713	782	767	612
ENSG00000257595.2	2	0	0	0	0	1
ENSG00000257539.2	0	0	0	0	0	0
ENSG00000111252.10	519	542	551	588	582	524
ENSG00000204842.15	2910	3078	3114	3252	3151	2838
ENSG00000272215.1	0	0	0	0	0	0
ENSG00000238168.5	0	0	0	0	0	0
ENSG00000258099.1	6	16	12	13	13	13
ENSG00000089234.15	1715	1696	1789	1966	1811	1550
ENSG00000258359.1	16	17	11	28	20	10
ENSG00000111271.14	1234	1183	1408	1399	1482	1139
ENSG00000257767.2	0	0	0	0	0	0
ENSG00000111275.12	2936	2719	3772	3674	3556	2890
ENSG00000274697.1	0	0	0	0	0	2
ENSG00000234608.7	967	957	1146	1124	1119	897
ENSG00000089022.13	2190	2342	2519	2582	2525	2194
ENSG00000244060.2	0	0	0	0	0	0
ENSG00000229186.4	0	0	0	0	0	0
ENSG00000226469.1	0	1	0	0	0	0
ENSG00000198270.12	534	497	548	534	538	457
ENSG00000258373.1	3	1	0	0	2	0
ENSG00000257624.1	2	1	2	1	2	2
ENSG00000089248.6	9092	8061	10020	9853	9647	7903
ENSG00000274227.1	22	17	15	13	15	15
ENSG00000111300.9	4659	4797	4527	5130	4576	4407
ENSG00000266370.1	6	13	1	3	11	5
ENSG00000258323.1	0	0	0	0	0	0
ENSG00000200688.1	0	0	0	0	0	0
ENSG00000135148.11	3915	2899	3336	4137	3016	2904
ENSG00000200135.1	1	1	0	1	0	0
ENSG00000173064.12	2304	2752	2235	2779	2771	2507
ENSG00000283793.1	0	0	0	0	0	0
ENSG00000257494.1	0	0	0	0	0	0
ENSG00000201428.1	0	0	0	0	0	0
ENSG00000213152.5	7	5	5	4	3	3
ENSG00000257658.1	0	0	0	0	0	0
ENSG00000089009.15	32882	37506	38538	37838	38311	34883
ENSG00000179295.17	15529	17066	16917	18562	17128	16060
ENSG00000089169.14	43	36	60	66	36	47
ENSG00000283507.1	0	0	0	0	0	0
ENSG00000089127.12	1992	1770	2515	2923	1747	1694
ENSG00000257452.1	1	0	1	0	3	1
ENSG00000111331.12	5110	5485	5676	5979	5316	5050
ENSG00000111335.12	2	4	5	5	9	2
ENSG00000258159.1	0	0	0	0	0	0
ENSG00000242461.1	0	0	0	0	0	0
ENSG00000135144.7	32	28	36	36	31	28
ENSG00000111344.11	25	25	44	47	29	29
ENSG00000186710.11	15	18	26	22	31	15
ENSG00000199899.2	0	0	0	0	0	0
ENSG00000123064.12	6596	6551	7327	7667	7488	6740
ENSG00000276908.1	5	7	7	1	1	1
ENSG00000201208.1	2	3	4	4	2	0
ENSG00000139405.15	1409	1442	1500	1658	1512	1435
ENSG00000257286.1	1	1	2	0	4	2
ENSG00000166578.9	136	117	113	126	120	118
ENSG00000186815.12	3119	3300	3562	3586	3578	3165
ENSG00000277566.1	4	5	4	1	2	4
ENSG00000274822.1	0	0	0	1	0	2
ENSG00000089060.11	1227	986	1106	1180	1472	947
ENSG00000151176.7	4721	4088	5408	5288	5432	4254
ENSG00000135094.10	277	245	436	332	810	224
ENSG00000139410.14	1314	1328	1615	1457	2330	1368
ENSG00000089116.3	0	0	0	0	1	0
ENSG00000257935.2	0	0	0	0	0	0
ENSG00000249550.6	1588	1707	1892	1836	1676	1610
ENSG00000257231.1	0	1	1	1	0	0
ENSG00000122965.10	2675	2763	2745	2867	2587	2485
ENSG00000257359.1	2	2	1	1	4	0
ENSG00000257603.1	0	0	0	0	0	0
ENSG00000257997.5	0	0	0	0	0	0
ENSG00000257300.1	0	0	0	0	0	0
ENSG00000257915.1	0	0	0	0	0	0
ENSG00000257476.1	0	0	0	0	0	0
ENSG00000089225.19	0	0	0	0	0	0
ENSG00000255399.3	0	0	0	0	0	0
ENSG00000222982.1	0	0	0	0	0	0
ENSG00000255830.2	0	0	0	0	0	0
ENSG00000258244.1	0	1	0	0	0	0
ENSG00000258254.1	0	1	0	0	0	0
ENSG00000199220.1	0	0	0	0	0	0
ENSG00000135111.15	3082	2677	3937	3652	4756	2884
ENSG00000257817.1	3	1	1	7	6	1
ENSG00000252459.1	0	0	0	0	0	0
ENSG00000257517.1	0	0	1	2	0	0
ENSG00000283459.1	1	0	0	0	0	0
ENSG00000274879.1	15	18	15	15	18	17
ENSG00000257958.1	0	0	0	0	0	0
ENSG00000257519.1	0	0	0	0	0	0
ENSG00000271579.1	1	2	0	0	0	2
ENSG00000276308.1	0	0	0	0	0	1
ENSG00000276972.1	1	1	1	1	1	0
ENSG00000257726.1	0	0	0	0	0	0
ENSG00000258108.1	1	1	0	0	0	0
ENSG00000258280.1	0	1	0	0	0	0
ENSG00000257407.1	0	0	0	0	0	0
ENSG00000241656.1	0	0	0	0	0	0
ENSG00000240205.3	0	0	0	0	0	0
ENSG00000257781.1	0	0	0	0	0	0
ENSG00000257683.1	0	1	1	0	0	0
ENSG00000200112.1	0	0	0	0	0	0
ENSG00000123066.8	5532	6180	5790	5923	7406	5828
ENSG00000258034.1	3	0	0	0	2	0
ENSG00000200665.1	0	0	0	0	0	0
ENSG00000207967.1	0	0	0	0	0	0
ENSG00000257979.1	0	0	0	0	0	0
ENSG00000258337.1	0	0	0	0	0	0
ENSG00000258346.1	18	12	12	9	11	17
ENSG00000264037.1	0	0	0	0	0	0
ENSG00000258018.1	0	0	0	0	0	0
ENSG00000196668.3	212	222	205	185	302	146
ENSG00000258102.3	37	20	29	31	37	15
ENSG00000275898.1	0	0	0	1	0	0
ENSG00000258249.1	0	0	0	0	0	0
ENSG00000257883.1	0	0	0	0	0	1
ENSG00000257654.1	0	0	0	1	0	0
ENSG00000111412.5	2564	2491	2851	3175	2600	2439
ENSG00000135119.14	295	295	365	332	272	274
ENSG00000239374.1	2	4	3	0	2	4
ENSG00000201382.1	0	0	0	0	0	0
ENSG00000275467.1	0	2	0	1	1	0
ENSG00000135116.9	21	24	31	34	30	23
ENSG00000240100.1	0	0	0	0	0	0
ENSG00000174989.12	1657	1381	1694	1785	1923	1246
ENSG00000274554.1	2	1	0	0	2	2
ENSG00000257279.1	3	2	1	5	6	4
ENSG00000277840.1	5	6	2	4	1	2
ENSG00000088992.17	3209	3496	3339	3429	2811	3284
ENSG00000258285.1	7	6	3	5	3	2
ENSG00000135108.14	4751	4857	5561	5781	5766	4672
ENSG00000089250.18	77	57	67	53	69	43
ENSG00000257465.2	1	0	0	0	0	0
ENSG00000255686.1	0	0	0	0	0	0
ENSG00000171435.13	419	243	204	320	327	240
ENSG00000256071.1	0	0	0	0	0	0
ENSG00000111445.13	3324	3819	4008	4050	3740	3394
ENSG00000277873.1	5	8	5	7	9	6
ENSG00000176871.8	3526	3663	3874	4099	3527	3422
ENSG00000276292.1	4	6	4	5	7	6
ENSG00000176834.13	1586	1478	1488	1738	1744	1428
ENSG00000274859.1	6	1	2	5	13	1
ENSG00000089220.4	15066	13484	15631	16292	15887	13451
ENSG00000135090.13	1821	1525	1626	1903	1645	1487
ENSG00000240342.3	1856	1734	1856	2073	2007	1710
ENSG00000270482.1	4	3	5	4	0	1
ENSG00000111707.11	3399	3354	3581	4083	3735	3246
ENSG00000275759.1	13	8	13	17	13	5
ENSG00000275409.1	1	2	3	1	6	1
ENSG00000255714.1	0	0	0	0	0	0
ENSG00000241590.1	0	0	0	0	0	0
ENSG00000256750.1	0	0	0	0	0	0
ENSG00000255618.1	0	0	0	0	0	0
ENSG00000255814.1	0	0	0	0	0	0
ENSG00000199809.1	0	0	0	0	0	0
ENSG00000256149.1	0	0	0	0	0	0
ENSG00000201042.1	0	0	0	0	0	0
ENSG00000139767.9	0	1	0	1	0	1
ENSG00000256031.2	0	0	0	0	0	0
ENSG00000244112.3	0	0	0	0	0	0
ENSG00000257095.1	0	0	0	0	0	0
ENSG00000256884.1	0	1	1	1	0	0
ENSG00000152137.6	582	628	623	822	610	620
ENSG00000256609.1	0	0	0	0	1	0
ENSG00000213144.2	63	54	46	64	56	49
ENSG00000256311.1	0	0	0	0	0	0
ENSG00000281196.1	0	0	0	0	0	0
ENSG00000183273.6	2	0	1	1	4	1
ENSG00000248636.6	1	1	2	0	0	0
ENSG00000224982.3	0	2	1	1	1	1
ENSG00000252886.1	0	0	0	0	0	0
ENSG00000111725.10	1621	1753	1724	1733	1875	1617
ENSG00000122966.15	2451	2872	3054	3088	3201	2549
ENSG00000255692.1	1	0	0	0	0	0
